unit_id,activy_area,unit_name,classification,combat_level,demand,search_type,force,number_of_soldiers,commander_id,base_id
85112,Depth,Zooxo,1,5,5,technical test,Artillery,14600,4001,192
85113,Jordan,Tazzy,1,2,10,interview,Medical,27200,4002,185
85114,Depth,Izio,1,4,8,interview,Air,1000,4003,139
85115,Iran,Flipopia,4,2,8,knowledge test,Military Police,10000,4004,135
85116,Lebanon,Gevee,4,4,2,knowledge test,Armored,24000,4005,40
85117,Iran,Divanoodle,3,2,9,interview,Technology and Maintenance,29300,4006,385
85118,West Bank,Tekfly,4,3,8,cognitive test,Intelligence,23200,4007,316
85119,Gaza,Livetube,2,1,4,knowledge test,Navy,23900,4008,424
85120,Jordan,Youtags,4,2,10,knowledge test,Education,22500,4009,64
85121,Jordan,Yakijo,1,2,4,cognitive test,Medical,27100,4010,275
85122,Iran,Dabshots,2,4,1,technical test,Education,15100,4011,417
85123,Lebanon,Quatz,2,3,1,interview,Military Police,18500,4012,320
85124,Iran,Skivee,3,1,1,cognitive test,Navy,14400,4013,7
85125,Depth,Yakidoo,1,3,6,knowledge test,Medical,7000,4014,92
85126,West Bank,Youbridge,4,5,1,combat fitness,Navy,26600,4015,111
85127,Lebanon,Tanoodle,1,2,3,technical test,Navy,23900,4016,232
85128,Lebanon,Thoughtworks,3,4,4,knowledge test,Intelligence,2700,4017,434
85129,West Bank,Oyondu,2,2,6,combat fitness,C4I,16800,4018,458
85130,Depth,Wikibox,3,3,1,combat fitness,C4I,10800,4019,311
85131,Jordan,Eidel,2,3,4,combat fitness,Intelligence,17500,4020,382
85132,Jordan,Jetpulse,1,1,8,combat fitness,Air,20300,4021,57
85133,Syria,Agivu,2,2,7,interview,Navy,27100,4022,438
85134,Depth,Zooveo,1,3,6,knowledge test,Intelligence,19500,4023,123
85135,Egypt,Jamia,2,4,2,combat fitness,Intelligence,5200,4024,144
85136,Depth,Kaymbo,4,1,8,cognitive test,Logistics,1100,4025,148
85137,Jordan,Jabbersphere,5,5,1,cognitive test,Logistics,16600,4026,311
85138,Syria,Trilith,3,5,5,combat fitness,Navy,19700,4027,158
85139,Jordan,Thoughtstorm,4,5,2,combat fitness,Navy,2900,4028,48
85140,Jordan,Photobug,5,1,7,combat fitness,Medical,15200,4029,460
85141,Egypt,Agimba,3,4,8,combat fitness,Artillery,14800,4030,282
85142,West Bank,Quimm,1,1,6,technical test,Navy,13700,4031,156
85143,Depth,Aibox,4,2,4,cognitive test,Armored,29200,4032,123
85144,Syria,Feedspan,5,2,10,combat fitness,C4I,20200,4033,387
85145,Syria,Babbleset,1,5,1,interview,Technology and Maintenance,4800,4034,204
85146,Jordan,Feedspan,5,1,9,interview,Navy,13800,4035,267
85147,Egypt,Quaxo,4,4,5,knowledge test,Armored,26700,4036,30
85148,Jordan,Jatri,5,4,7,interview,C4I,20200,4037,324
85149,Syria,Skalith,4,5,5,cognitive test,Artillery,11000,4038,317
85150,Syria,Yodo,1,2,1,interview,Logistics,3900,4039,249
85151,West Bank,Skajo,3,4,6,knowledge test,Logistics,25500,4040,112
85152,Depth,Latz,2,5,2,interview,C4I,13700,4041,29
85153,Depth,Skyndu,3,2,9,interview,Air,14100,4042,235
