unit_id,activy_area,unit_name,classification,combat_level,demand,search_type,force,number_of_soldiers,commander_id,base_id
260000,Syria,Browseblab,5,5,8,knowledge test,Education,26100,18001,464
260001,Gaza,Yodel,4,5,8,cognitive test,Medical,12300,18002,178
260002,Gaza,Yotz,4,3,5,knowledge test,Artillery,9700,18003,491
260003,Jordan,Skyndu,1,4,1,technical test,Armored,28900,18004,85
260004,Iran,Dabvine,2,5,3,cognitive test,Military Police,15400,18005,453
260005,Gaza,Meembee,1,4,8,combat fitness,Infantry,5000,18006,485
260006,Jordan,Abatz,4,2,4,interview,Education,19900,18007,220
260007,Syria,Linklinks,3,2,1,interview,Medical,23000,18008,264
260008,Depth,Gigabox,4,3,9,cognitive test,Infantry,15300,18009,369
260009,Syria,Youspan,3,4,7,combat fitness,Navy,28700,18010,484
260010,Gaza,Quatz,4,1,4,technical test,Education,1000,18011,212
260011,Lebanon,DabZ,3,2,4,interview,Military Police,28100,18012,310
260012,Iran,Thoughtstorm,5,2,6,cognitive test,Technology and Maintenance,10300,18013,16
260013,Jordan,Geba,5,2,1,combat fitness,Infantry,29600,18014,426
260014,Iran,Vidoo,3,5,10,interview,Armored,29800,18015,183
260015,Gaza,Mydeo,3,3,9,technical test,Intelligence,13800,18016,14
260016,West Bank,Eazzy,3,4,7,combat fitness,Intelligence,6500,18017,156
260017,Syria,Quinu,4,3,6,combat fitness,Infantry,27500,18018,431
260018,Lebanon,Babbleopia,5,2,3,combat fitness,Air,25600,18019,46
260019,Egypt,Skinte,4,1,8,combat fitness,Navy,22400,18020,304
260020,Egypt,Kaymbo,3,2,5,technical test,Logistics,18200,18021,326
260021,West Bank,Linkbridge,5,4,8,combat fitness,Education,5900,18022,290
260022,Depth,Thoughtbridge,4,5,6,combat fitness,Logistics,1500,18023,478
260023,Iran,InnoZ,1,5,1,knowledge test,Military Police,19600,18024,244
260024,Lebanon,Fiveclub,1,5,4,technical test,Intelligence,18300,18025,89
260025,West Bank,Photofeed,3,2,8,combat fitness,Intelligence,13900,18026,455
260026,Lebanon,Zoomdog,1,1,9,interview,Logistics,7700,18027,28
260027,Lebanon,InnoZ,5,4,8,knowledge test,Armored,29100,18028,327
260028,Syria,Dynabox,2,3,4,knowledge test,Navy,300,18029,142
260029,Egypt,Jaxbean,3,1,4,interview,Military Police,29100,18030,127
260030,Gaza,Photolist,1,1,1,technical test,Infantry,8000,18031,402
260031,Syria,Zoomcast,2,1,1,interview,Medical,24800,18032,364
260032,Egypt,Brainlounge,5,3,4,cognitive test,Education,22700,18033,385
260033,Syria,Flipopia,4,3,5,technical test,Education,18800,18034,152
260034,Syria,Thoughtbridge,2,4,10,knowledge test,Air,5900,18035,444
260035,Syria,Fadeo,5,3,9,knowledge test,Air,26700,18036,196
260036,Syria,Thoughtsphere,3,3,8,technical test,Military Police,27200,18037,339
260037,Jordan,Linklinks,1,5,9,interview,Artillery,9300,18038,483
260038,West Bank,Aimbo,3,4,10,cognitive test,Infantry,6300,18039,331
260039,Gaza,Abata,4,3,10,interview,Military Police,23000,18040,8
260040,Lebanon,Kamba,3,5,6,technical test,Logistics,17500,18041,264
260041,Egypt,Zoomcast,4,2,9,knowledge test,Artillery,27600,18042,268
260042,Gaza,Skilith,1,3,2,combat fitness,Intelligence,7400,18043,271
260043,West Bank,Youopia,4,3,4,interview,Armored,26200,18044,234
260044,Lebanon,Twitternation,5,5,1,knowledge test,Infantry,1300,18045,348
260045,Gaza,Tagcat,4,3,8,interview,Navy,15400,18046,114
260046,Jordan,Realbuzz,2,4,3,knowledge test,Medical,8000,18047,296
260047,Egypt,Tagchat,3,5,4,cognitive test,Logistics,18600,18048,214
260048,Iran,Yoveo,1,3,9,interview,Air,19400,18049,233
260049,Jordan,Wikizz,5,2,3,knowledge test,Navy,12200,18050,377
260050,Jordan,Linkbuzz,5,3,8,knowledge test,Air,8300,18051,104
260051,Depth,Dabshots,3,1,9,combat fitness,Artillery,1700,18052,286
260052,Syria,Vidoo,4,3,2,technical test,Air,13300,18053,346
260053,Gaza,Jaloo,3,4,4,technical test,Logistics,22500,18054,152
260054,Syria,Ozu,5,5,7,cognitive test,Armored,12500,18055,149
260055,Jordan,Feedbug,4,1,7,cognitive test,Technology and Maintenance,25900,18056,7
260056,Gaza,Skinder,2,3,2,combat fitness,Technology and Maintenance,14100,18057,74
260057,Syria,Tazz,5,5,9,cognitive test,Navy,8700,18058,70
260058,Syria,Eamia,1,5,5,technical test,Artillery,23800,18059,365
260059,Iran,Browsetype,4,5,1,combat fitness,Air,19000,18060,282
