unit_id,activy_area,unit_name,classification,combat_level,demand,search_type,force,number_of_soldiers,commander_id,base_id
114112,Lebanon,Voonte,1,4,4,technical test,Armored,20900,10001,418
114113,Depth,Vinte,1,2,6,cognitive test,C4I,17600,10002,20
114114,Gaza,Kwilith,2,4,1,cognitive test,Artillery,23400,10003,152
114115,Gaza,Ailane,4,4,9,cognitive test,Armored,23600,10004,208
114116,West Bank,Innotype,3,1,9,knowledge test,Air,2400,10005,262
114117,Depth,Mymm,3,1,10,knowledge test,C4I,13900,10006,32
114118,Syria,Skyndu,3,4,1,technical test,C4I,17000,10007,257
114119,Lebanon,Browseblab,5,3,1,combat fitness,Infantry,28200,10008,243
114120,Lebanon,Twinte,2,4,9,cognitive test,Infantry,20800,10009,460
114121,Syria,Rhynyx,5,2,5,cognitive test,Education,29100,10010,392
114122,Lebanon,Tazz,5,3,6,interview,Intelligence,4100,10011,85
114123,Syria,Quatz,1,2,2,cognitive test,Intelligence,29600,10012,107
114124,Depth,Rhycero,1,4,9,cognitive test,Air,26500,10013,308
114125,Jordan,Ailane,2,4,3,interview,Technology and Maintenance,15600,10014,156
114126,Jordan,Brightdog,2,4,9,technical test,Logistics,28100,10015,342
114127,Gaza,Agimba,2,3,6,interview,Military Police,14800,10016,185
114128,Lebanon,Nlounge,4,3,4,interview,Artillery,13600,10017,316
114129,Egypt,Oyoloo,3,4,8,cognitive test,Air,26400,10018,447
114130,Syria,Tagopia,1,2,3,combat fitness,Military Police,15800,10019,252
114131,Syria,Livetube,1,5,7,interview,C4I,8900,10020,331
114132,Depth,Kamba,5,5,5,interview,Armored,17300,10021,16
114133,Depth,Zoonoodle,3,4,6,combat fitness,Military Police,18000,10022,136
114134,Egypt,Jatri,3,1,1,technical test,Logistics,25600,10023,121
114135,Syria,Agimba,5,3,9,cognitive test,Logistics,17300,10024,467
114136,Egypt,Skivee,2,2,4,interview,Logistics,24400,10025,260
114137,West Bank,Yacero,2,3,3,knowledge test,Logistics,14500,10026,101
114138,Jordan,Bluezoom,4,5,6,combat fitness,Air,15600,10027,198
114139,Depth,Zoovu,4,1,6,interview,Intelligence,8800,10028,246
114140,Gaza,Innotype,4,3,1,cognitive test,Intelligence,4100,10029,197
114141,West Bank,Brainsphere,4,2,6,knowledge test,Education,16300,10030,422
114142,Iran,Zoomdog,4,2,2,cognitive test,C4I,24200,10031,250
114143,Egypt,Viva,4,2,9,interview,Logistics,27600,10032,150
114144,Egypt,Avamba,3,1,7,combat fitness,Military Police,21800,10033,424
114145,Depth,Myworks,5,3,7,technical test,Medical,6200,10034,255
114146,Syria,Zava,5,2,3,cognitive test,Education,29100,10035,498
114147,West Bank,Katz,4,4,3,cognitive test,Intelligence,26500,10036,240
114148,Jordan,Topiczoom,5,3,4,cognitive test,Medical,6700,10037,35
114149,Depth,Riffpedia,5,4,4,technical test,Armored,8600,10038,182
114150,Iran,Quimm,1,3,3,combat fitness,Infantry,8300,10039,199
114151,Lebanon,Camido,3,5,2,knowledge test,Air,11000,10040,425
114152,Iran,Photobug,1,1,9,technical test,Logistics,8700,10041,22
114153,Iran,Blogspan,5,1,1,interview,Infantry,27400,10042,289
114154,Egypt,Izio,5,2,4,cognitive test,Military Police,13600,10043,336
114155,Depth,Chatterpoint,4,4,5,knowledge test,Intelligence,15600,10044,178
114156,Lebanon,Tagopia,4,5,9,cognitive test,Logistics,15800,10045,439
114157,Gaza,Brainsphere,2,1,8,interview,Armored,28300,10046,286
114158,Lebanon,Jabberstorm,4,3,8,cognitive test,Infantry,5100,10047,259
114159,Egypt,Youspan,5,1,8,combat fitness,C4I,16700,10048,129
114160,Egypt,Skinder,5,1,8,cognitive test,Navy,8700,10049,96
114161,West Bank,Feedfish,5,2,1,interview,Technology and Maintenance,1300,10050,447
114162,Egypt,Thoughtsphere,2,3,9,interview,Navy,500,10051,160
114163,Lebanon,Oyondu,3,1,5,knowledge test,Navy,21100,10052,47
114164,Egypt,Babbleopia,1,4,6,knowledge test,Education,6900,10053,160
114165,West Bank,Skiba,3,2,3,cognitive test,Navy,25500,10054,394
114166,Syria,Trilith,1,1,4,technical test,Intelligence,17000,10055,466
114167,Jordan,Browsezoom,5,5,5,cognitive test,Technology and Maintenance,12300,10056,126
114168,Syria,Mycat,1,5,3,interview,C4I,4200,10057,38
