unit_id,activy_area,unit_name,classification,combat_level,demand,search_type,force,number_of_soldiers,commander_id,base_id
266000,Jordan,Tagfeed,3,3,9,interview,Medical,29700,17001,30
266001,West Bank,Mynte,2,2,1,interview,Medical,9700,17002,262
266002,Iran,Npath,3,3,9,cognitive test,Education,29000,17003,70
266003,Lebanon,Jabbercube,4,5,10,interview,Air,18200,17004,336
266004,Syria,Vipe,4,4,4,interview,C4I,1700,17005,65
266005,Iran,Shuffletag,2,3,5,knowledge test,Military Police,17900,17006,146
266006,Lebanon,Youfeed,3,2,8,knowledge test,Artillery,6800,17007,27
266007,Jordan,Jabbersphere,1,2,5,knowledge test,Intelligence,13500,17008,326
266008,Jordan,Photolist,1,3,1,technical test,Artillery,6000,17009,207
266009,West Bank,Rhyzio,2,3,3,cognitive test,Intelligence,19000,17010,336
266010,West Bank,Youtags,1,5,9,interview,Infantry,9200,17011,114
266011,Iran,Lazzy,2,2,4,knowledge test,Infantry,20700,17012,460
266012,Depth,Meezzy,5,2,3,technical test,Medical,14700,17013,378
266013,Syria,Quaxo,5,2,5,cognitive test,Education,9000,17014,71
266014,Lebanon,Teklist,3,3,2,technical test,C4I,23800,17015,295
266015,Lebanon,Plambee,5,2,6,knowledge test,Navy,2300,17016,437
266016,Jordan,Bubblebox,2,4,4,knowledge test,Military Police,26300,17017,337
266017,Gaza,Reallinks,4,4,1,technical test,Medical,18600,17018,64
266018,Lebanon,Youfeed,4,3,9,technical test,Technology and Maintenance,23000,17019,111
266019,Jordan,Mynte,4,2,10,knowledge test,Technology and Maintenance,16000,17020,191
266020,Jordan,Centimia,3,1,1,knowledge test,Artillery,22900,17021,399
266021,Jordan,Tanoodle,4,3,9,combat fitness,Air,12400,17022,83
266022,Syria,Thoughtbridge,1,1,8,interview,Education,16100,17023,340
266023,Egypt,Demimbu,4,2,1,interview,Logistics,29700,17024,352
266024,West Bank,Trudoo,3,3,9,combat fitness,Armored,18500,17025,74
266025,Jordan,Babbleset,4,5,4,cognitive test,Military Police,22500,17026,356
266026,Depth,Kayveo,1,1,3,technical test,Infantry,27400,17027,164
266027,Lebanon,Skalith,4,5,7,combat fitness,C4I,2900,17028,438
266028,Iran,Browsebug,5,2,7,interview,Air,22900,17029,25
266029,Iran,Camido,2,1,3,combat fitness,Technology and Maintenance,4700,17030,95
266030,Egypt,Tagtune,1,5,9,knowledge test,Education,14900,17031,239
266031,Lebanon,Thoughtmix,1,2,9,combat fitness,Infantry,19500,17032,263
266032,Jordan,Eare,2,4,1,technical test,Navy,17500,17033,425
266033,Lebanon,Voolith,1,1,2,combat fitness,Navy,16500,17034,343
266034,West Bank,Linktype,2,1,9,knowledge test,Technology and Maintenance,13700,17035,273
266035,Jordan,Quire,2,1,1,technical test,C4I,24500,17036,165
266036,Jordan,Yodel,2,4,2,combat fitness,Medical,26400,17037,83
266037,Syria,Realbuzz,5,3,6,technical test,Intelligence,6000,17038,290
266038,Jordan,Buzzshare,2,4,2,cognitive test,Technology and Maintenance,26400,17039,136
266039,West Bank,Thoughtmix,1,5,4,interview,Navy,7300,17040,43
266040,Syria,Kwimbee,1,1,5,knowledge test,C4I,8100,17041,499
266041,Depth,Trudeo,3,4,9,cognitive test,Military Police,29400,17042,499
266042,Lebanon,Skynoodle,1,2,10,combat fitness,Armored,7000,17043,422
266043,Iran,Zoonoodle,1,5,3,combat fitness,Armored,5700,17044,347
266044,Lebanon,Wordtune,1,1,6,technical test,Infantry,18800,17045,411
266045,Gaza,Dabfeed,1,3,1,technical test,Air,5500,17046,30
266046,Depth,Trupe,4,3,4,knowledge test,Air,2000,17047,124
266047,Egypt,Meetz,5,1,1,knowledge test,Infantry,19100,17048,153
266048,Lebanon,Skippad,4,4,9,combat fitness,Infantry,11100,17049,411
266049,Egypt,Thoughtblab,3,3,4,knowledge test,Intelligence,25500,17050,84
266050,Jordan,Skinix,5,2,8,technical test,Intelligence,2600,17051,400
266051,Lebanon,Avamba,5,5,1,cognitive test,Medical,13800,17052,498
266052,Depth,Mynte,1,4,2,cognitive test,Armored,26800,17053,241
266053,Depth,Devcast,4,2,4,interview,Air,4700,17054,385
266054,Egypt,Feedfish,3,4,3,combat fitness,Infantry,19600,17055,121
266055,Jordan,Blogspan,2,4,2,cognitive test,Navy,26900,17056,419
266056,Jordan,Browseblab,1,1,2,combat fitness,Technology and Maintenance,100,17057,28
266057,Jordan,Jabbercube,4,3,1,interview,Education,15100,17058,500
266058,Depth,Feedfire,5,3,6,technical test,Education,13300,17059,241
266059,West Bank,Kimia,4,4,8,combat fitness,Medical,12400,17060,166
266060,Jordan,Jamia,1,5,9,technical test,Air,26700,17061,25
266061,Iran,Geba,3,2,2,cognitive test,Medical,25400,17062,173
266062,Gaza,Fiveclub,2,4,10,cognitive test,Infantry,21300,17063,376
266063,Syria,Mybuzz,5,5,2,technical test,Logistics,11500,17064,283
266064,West Bank,Meemm,5,3,7,knowledge test,Infantry,10800,17065,79
266065,Iran,Brainbox,2,5,3,technical test,Artillery,14000,17066,203
266066,Gaza,Snaptags,2,3,4,knowledge test,Artillery,6800,17067,296
266067,Depth,Photojam,1,4,8,cognitive test,Military Police,8200,17068,456
266068,Gaza,Yombu,3,3,5,interview,Infantry,7200,17069,116
266069,Syria,Realcube,3,5,3,interview,C4I,26700,17070,11
266070,Egypt,Yakitri,4,1,7,technical test,Infantry,200,17071,85
266071,Gaza,Voonyx,1,4,10,cognitive test,C4I,25500,17072,400
266072,Syria,Thoughtstorm,3,4,8,combat fitness,Navy,14100,17073,215
266073,West Bank,Youfeed,4,1,9,combat fitness,Education,22700,17074,220
266074,Iran,Abatz,5,4,8,cognitive test,Armored,22000,17075,333
266075,Jordan,Mybuzz,5,3,6,combat fitness,Intelligence,10700,17076,429
266076,Lebanon,Chatterpoint,4,1,10,combat fitness,Logistics,1600,17077,477
266077,Lebanon,Skipstorm,5,4,4,combat fitness,Logistics,16400,17078,128
266078,Jordan,Feednation,5,1,3,combat fitness,Air,18900,17079,459
266079,West Bank,Shufflester,1,4,6,technical test,Military Police,11300,17080,426
266080,Syria,Zooveo,3,2,9,combat fitness,Air,19300,17081,35
266081,Gaza,Quatz,2,1,4,technical test,Technology and Maintenance,4100,17082,478
266082,Depth,Kwinu,1,5,6,knowledge test,Medical,10700,17083,349
266083,Depth,Reallinks,1,5,8,interview,C4I,13700,17084,166
