unit_id,activy_area,unit_name,classification,combat_level,demand,search_type,force,number_of_soldiers,commander_id,base_id
83112,West Bank,Wordify,4,5,4,interview,Medical,14800,3001,198
83113,Syria,Bluezoom,5,2,6,combat fitness,Military Police,16300,3002,5
83114,Jordan,Divavu,3,3,3,interview,Intelligence,25700,3003,20
83115,Jordan,Yata,4,1,10,cognitive test,Artillery,25600,3004,9
83116,West Bank,Pixope,2,3,4,combat fitness,Armored,24200,3005,180
83117,Syria,Trudeo,2,2,2,cognitive test,Intelligence,4600,3006,373
83118,West Bank,Mita,4,5,9,knowledge test,Military Police,8800,3007,199
83119,Depth,Skyba,1,2,9,technical test,Armored,3200,3008,86
83120,Gaza,Gigashots,2,5,9,knowledge test,Logistics,7500,3009,185
83121,Lebanon,Jaloo,3,2,1,technical test,Logistics,23900,3010,186
83122,Depth,Gabtune,2,5,8,knowledge test,Technology and Maintenance,6300,3011,390
83123,Syria,Photofeed,5,1,5,interview,Infantry,27300,3012,305
83124,Iran,Edgeclub,4,3,1,technical test,Navy,20700,3013,226
83125,Lebanon,Realblab,4,4,9,technical test,Armored,11200,3014,347
83126,Egypt,Youtags,1,2,9,technical test,Armored,10300,3015,206
83127,Syria,Latz,3,1,1,combat fitness,Intelligence,16900,3016,105
83128,Depth,Buzzshare,5,5,10,interview,Logistics,22200,3017,218
83129,Gaza,Fatz,2,5,4,cognitive test,Navy,20900,3018,358
83130,Lebanon,Dabfeed,3,2,5,cognitive test,Armored,4700,3019,352
83131,Syria,Kare,1,5,7,combat fitness,Armored,17000,3020,92
83132,Syria,Dabtype,2,5,9,interview,Logistics,15000,3021,156
83133,West Bank,Aimbo,4,5,4,interview,Navy,18200,3022,474
83134,Egypt,Twitternation,4,4,7,knowledge test,C4I,5900,3023,78
83135,Gaza,Fivechat,5,5,2,cognitive test,Navy,1200,3024,61
83136,Egypt,Mybuzz,4,3,6,combat fitness,Technology and Maintenance,20700,3025,184
83137,Lebanon,Thoughtmix,3,2,7,knowledge test,Logistics,29300,3026,479
83138,Egypt,Skimia,5,2,10,interview,Navy,14300,3027,344
83139,Jordan,Agivu,3,1,1,combat fitness,Artillery,14700,3028,117
