unit_id,activy_area,unit_name,classification,combat_level,demand,search_type,force,number_of_soldiers,commander_id,base_id
337000,Lebanon,Feedfish,3,2,8,technical test,Air,20300,19001,402
337001,Syria,Zoombeat,4,5,2,technical test,Education,25100,19002,394
337002,Egypt,Tagtune,1,5,1,knowledge test,Infantry,20000,19003,180
337003,West Bank,Cogidoo,5,2,7,interview,C4I,4600,19004,242
337004,Jordan,Devpoint,2,2,1,cognitive test,Medical,5000,19005,226
337005,West Bank,Rooxo,5,1,8,combat fitness,Intelligence,7700,19006,319
337006,Lebanon,Babbleblab,1,5,6,cognitive test,Military Police,5800,19007,33
337007,Gaza,Cogibox,2,1,7,technical test,C4I,5600,19008,218
337008,Egypt,Buzzster,5,5,7,interview,Medical,24200,19009,8
337009,Egypt,Viva,4,1,6,combat fitness,Education,600,19010,167
337010,West Bank,Yata,3,3,9,combat fitness,Intelligence,1200,19011,358
337011,Depth,Gigazoom,5,2,10,interview,Infantry,28700,19012,310
337012,Syria,Topicshots,4,5,9,cognitive test,Infantry,23900,19013,38
337013,Egypt,Skivee,5,3,9,interview,C4I,11200,19014,482
337014,West Bank,Brainsphere,4,2,9,interview,Medical,19100,19015,6
337015,Lebanon,Mymm,1,1,6,combat fitness,Medical,23800,19016,411
337016,Egypt,Devshare,1,5,6,knowledge test,Logistics,1100,19017,111
337017,Syria,Jabbersphere,5,5,8,technical test,Military Police,23800,19018,474
337018,Gaza,Fiveclub,5,1,4,combat fitness,Medical,23400,19019,107
337019,Jordan,Mycat,1,2,3,combat fitness,Logistics,2400,19020,317
337020,Jordan,Podcat,5,4,4,combat fitness,Education,29500,19021,377
337021,Lebanon,Gabtune,4,4,3,interview,Infantry,2000,19022,359
337022,Lebanon,Mydo,5,4,4,technical test,Intelligence,25200,19023,11
337023,Egypt,Wordify,4,4,5,cognitive test,Military Police,3600,19024,45
337024,West Bank,Tazz,1,3,2,combat fitness,Infantry,27300,19025,287
337025,Iran,Jatri,2,5,4,interview,Navy,17000,19026,266
337026,Iran,Chatterbridge,3,2,5,technical test,Military Police,5400,19027,200
337027,Syria,Innotype,5,3,1,knowledge test,C4I,7700,19028,34
337028,Egypt,Wikido,3,1,2,cognitive test,C4I,22200,19029,424
337029,Syria,Talane,2,3,5,interview,Armored,4700,19030,204
337030,West Bank,Browsedrive,1,4,10,interview,C4I,16800,19031,68
337031,Jordan,Yambee,5,3,10,technical test,Artillery,26300,19032,356
337032,Jordan,Shufflester,2,3,8,combat fitness,Air,16300,19033,498
337033,Syria,Dablist,4,2,1,technical test,Logistics,21600,19034,436
337034,Jordan,Jabberstorm,5,2,4,knowledge test,Armored,11800,19035,363
337035,Egypt,Einti,2,3,6,combat fitness,Military Police,7700,19036,463
337036,Iran,Linkbridge,2,1,8,technical test,Medical,21600,19037,76
