unit_id,activy_area,unit_name,classification,combat_level,demand,search_type,force,number_of_soldiers,commander_id,base_id
253000,Depth,Zoovu,4,3,1,technical test,Education,1700,16001,432
253001,Lebanon,Tazz,4,2,1,technical test,Navy,19400,16002,205
253002,Jordan,Twitterbeat,3,3,5,interview,Military Police,3100,16003,51
253003,Iran,Shuffledrive,1,4,9,technical test,Artillery,22000,16004,255
253004,Depth,Tagopia,2,4,9,technical test,Infantry,23700,16005,456
253005,Jordan,Photobug,2,5,2,technical test,Military Police,27800,16006,362
253006,Gaza,Buzzdog,1,3,9,cognitive test,Infantry,19100,16007,138
253007,Syria,Edgeify,5,3,5,technical test,Military Police,11400,16008,138
253008,Depth,Tazzy,4,4,1,combat fitness,Artillery,20800,16009,446
253009,Gaza,Linkbridge,2,2,7,technical test,Artillery,8600,16010,217
253010,Lebanon,Feedbug,3,2,5,combat fitness,Medical,22600,16011,493
253011,West Bank,Flipopia,3,3,10,interview,Navy,15200,16012,25
253012,Lebanon,Zoovu,4,1,2,technical test,Air,5300,16013,149
253013,Depth,Skipstorm,5,4,9,knowledge test,Technology and Maintenance,4800,16014,139
253014,Gaza,Vinder,1,3,3,technical test,Medical,18700,16015,177
253015,Jordan,Wordware,2,1,1,technical test,Armored,15900,16016,445
253016,Egypt,Wikizz,4,3,8,interview,Intelligence,2500,16017,77
253017,Iran,Babblestorm,1,5,8,interview,Technology and Maintenance,22800,16018,181
253018,Egypt,Oyonder,4,1,3,cognitive test,Intelligence,28000,16019,198
253019,Egypt,Livepath,2,5,1,knowledge test,Education,29400,16020,255
253020,Jordan,Avaveo,1,3,8,cognitive test,Artillery,13300,16021,54
253021,Iran,Fiveclub,1,3,2,cognitive test,Medical,5400,16022,465
253022,Egypt,Skimia,5,4,6,knowledge test,Education,5400,16023,70
253023,West Bank,Voomm,4,5,4,cognitive test,Armored,4500,16024,254
253024,Lebanon,Yabox,3,5,6,cognitive test,Education,11100,16025,386
253025,Lebanon,Voomm,4,4,2,interview,Infantry,28800,16026,58
253026,Jordan,Ainyx,1,1,5,combat fitness,Medical,6700,16027,172
253027,Lebanon,Voonix,1,3,2,cognitive test,Artillery,14500,16028,385
253028,Depth,Tavu,4,1,4,cognitive test,Infantry,14200,16029,384
253029,Iran,Trudeo,3,3,2,combat fitness,Armored,20400,16030,414
253030,Depth,Dabjam,2,2,10,interview,Logistics,24100,16031,145
253031,Jordan,Wordtune,2,1,1,knowledge test,Military Police,10600,16032,411
253032,Jordan,Jaxnation,2,5,10,technical test,Armored,1400,16033,454
