unit_id,activy_area,unit_name,classification,combat_level,demand,search_type,force,number_of_soldiers,commander_id,base_id
116889,Syria,Linktype,2,4,6,technical test,Air,25400,11001,462
116890,Gaza,Cogilith,2,1,5,knowledge test,Navy,2900,11002,486
116891,Gaza,Vipe,3,1,4,combat fitness,Intelligence,2500,11003,117
116892,Gaza,Quire,1,1,7,cognitive test,Technology and Maintenance,25000,11004,122
116893,Lebanon,Wordware,3,5,4,interview,C4I,26600,11005,385
116894,Gaza,Yabox,3,3,7,cognitive test,Medical,24800,11006,76
116895,Gaza,DabZ,2,4,7,cognitive test,Technology and Maintenance,6900,11007,234
116896,West Bank,Blogspan,4,4,4,interview,Navy,16300,11008,302
116897,Lebanon,Zava,1,4,4,interview,Technology and Maintenance,4500,11009,143
116898,Egypt,Vipe,3,4,5,combat fitness,Infantry,10300,11010,207
116899,Iran,Wordpedia,5,4,4,knowledge test,Intelligence,6700,11011,500
116900,Iran,Skipstorm,1,3,4,cognitive test,Infantry,22600,11012,217
116901,West Bank,Jaxworks,2,5,3,technical test,Artillery,9600,11013,334
116902,Depth,Linklinks,2,2,7,technical test,C4I,28600,11014,157
116903,Jordan,Riffwire,3,2,3,cognitive test,Education,22300,11015,191
116904,Depth,Twinder,1,5,3,combat fitness,Air,10700,11016,156
116905,West Bank,Fanoodle,3,4,8,interview,C4I,12300,11017,366
116906,Lebanon,Linkbuzz,2,1,7,combat fitness,Artillery,13700,11018,359
116907,Gaza,Ainyx,5,3,6,technical test,Armored,6800,11019,44
116908,Jordan,Mynte,4,5,6,technical test,Artillery,11100,11020,310
116909,Syria,Centizu,5,4,5,knowledge test,Armored,20200,11021,375
116910,Depth,Skajo,2,2,9,knowledge test,Medical,7600,11022,268
116911,Lebanon,Bluejam,3,3,5,combat fitness,Armored,15800,11023,137
116912,West Bank,Dazzlesphere,2,3,8,interview,Air,29900,11024,71
116913,West Bank,Feedspan,1,5,9,combat fitness,C4I,20400,11025,444
116914,Jordan,Edgewire,4,3,6,interview,Navy,7900,11026,355
116915,Syria,Twiyo,1,5,5,technical test,Navy,14300,11027,61
116916,West Bank,Dabvine,3,5,5,knowledge test,Artillery,13300,11028,250
116917,Syria,Layo,1,3,2,combat fitness,Education,29800,11029,9
116918,Jordan,Oyope,4,2,2,knowledge test,C4I,7200,11030,156
116919,Jordan,JumpXS,4,2,2,technical test,Education,400,11031,337
116920,Iran,Realfire,2,2,2,combat fitness,Armored,28100,11032,431
116921,West Bank,Livepath,3,4,8,technical test,Technology and Maintenance,23800,11033,150
116922,Lebanon,Flashspan,5,4,4,interview,Navy,19100,11034,461
116923,West Bank,Twitterworks,5,1,10,combat fitness,Logistics,5600,11035,374
116924,Iran,Dablist,1,4,7,combat fitness,Logistics,8100,11036,6
116925,Jordan,Tazzy,1,1,4,combat fitness,Education,20700,11037,244
116926,Depth,Eayo,5,2,6,cognitive test,Intelligence,21400,11038,200
116927,Depth,Jatri,2,2,9,combat fitness,C4I,19700,11039,41
116928,Lebanon,Mybuzz,2,2,6,knowledge test,Navy,1600,11040,326
116929,Depth,Devcast,4,1,8,combat fitness,Armored,13500,11041,492
116930,Egypt,Bluejam,2,5,7,knowledge test,Navy,14400,11042,308
116931,Syria,Youbridge,3,5,4,knowledge test,Intelligence,10800,11043,142
116932,West Bank,Realpoint,3,2,9,interview,Intelligence,5100,11044,293
116933,Syria,Yotz,3,1,10,combat fitness,Technology and Maintenance,11700,11045,49
116934,Lebanon,Realcube,2,1,4,technical test,Artillery,14300,11046,291
116935,Syria,Jazzy,4,3,5,knowledge test,C4I,12300,11047,366
116936,Depth,Eadel,5,4,3,cognitive test,Technology and Maintenance,12000,11048,452
