unit_id,activy_area,unit_name,classification,combat_level,demand,search_type,force,number_of_soldiers,commander_id,base_id
201000,Jordan,Oyoba,3,3,4,interview,Armored,15300,14001,328
201001,Gaza,Wordify,1,5,2,combat fitness,Infantry,8500,14002,52
201002,Jordan,Youtags,2,3,6,cognitive test,Armored,7200,14003,351
201003,West Bank,Wikido,2,4,6,knowledge test,Infantry,13700,14004,444
201004,West Bank,Gabtune,1,3,8,knowledge test,Artillery,3300,14005,237
201005,Lebanon,Livepath,5,3,6,cognitive test,Navy,10200,14006,454
201006,Syria,Mymm,1,1,8,cognitive test,Education,2200,14007,171
201007,Syria,Jaloo,5,3,3,technical test,Technology and Maintenance,5300,14008,4
201008,Lebanon,Kwimbee,5,1,1,combat fitness,Intelligence,10900,14009,393
201009,Egypt,Yakidoo,1,5,9,technical test,Medical,15500,14010,399
201010,Egypt,Yozio,5,1,3,knowledge test,Intelligence,26200,14011,406
201011,Lebanon,Rhyloo,1,2,2,cognitive test,Air,20800,14012,223
201012,Syria,Edgewire,4,1,5,interview,Military Police,13700,14013,263
201013,Syria,Yodoo,3,2,4,technical test,Medical,23000,14014,97
201014,Gaza,Meevee,1,2,6,combat fitness,Medical,10500,14015,174
201015,Egypt,Nlounge,4,4,9,combat fitness,C4I,8600,14016,12
201016,Depth,Einti,2,2,1,cognitive test,Medical,11300,14017,443
201017,Depth,Avamm,3,3,8,combat fitness,Navy,27900,14018,78
201018,West Bank,Tanoodle,2,4,7,interview,Technology and Maintenance,9800,14019,320
201019,Gaza,Mydo,5,3,3,knowledge test,Military Police,19800,14020,118
201020,Gaza,Cogidoo,3,2,3,interview,Infantry,28000,14021,378
201021,Egypt,Zazio,5,1,10,knowledge test,Armored,19600,14022,168
201022,West Bank,Edgeclub,2,2,9,combat fitness,Armored,7500,14023,141
201023,West Bank,Skyba,1,1,7,knowledge test,Education,18600,14024,450
201024,West Bank,Aibox,3,5,9,combat fitness,Education,18300,14025,236
201025,Jordan,Topicshots,2,5,9,cognitive test,Air,7900,14026,276
201026,Syria,Eare,5,4,6,combat fitness,Intelligence,17100,14027,115
201027,Jordan,Rhynyx,3,3,2,cognitive test,Military Police,21700,14028,358
201028,Lebanon,Thoughtbridge,5,3,6,knowledge test,Education,17100,14029,139
