unit_id,activy_area,unit_name,classification,combat_level,demand,search_type,force,number_of_soldiers,commander_id,base_id
119889,Egypt,Twinder,5,3,3,combat fitness,Intelligence,23400,13001,334
119890,Gaza,Linkbuzz,1,3,4,combat fitness,Armored,28500,13002,346
119891,Syria,Flipstorm,4,2,6,interview,Armored,13500,13003,135
119892,Lebanon,Zava,3,2,10,technical test,Technology and Maintenance,3000,13004,398
119893,Egypt,Zoombeat,3,2,1,knowledge test,Armored,19900,13005,156
119894,Lebanon,Dabshots,4,2,4,interview,Medical,7000,13006,486
119895,Lebanon,Kwinu,3,3,2,cognitive test,Technology and Maintenance,3300,13007,187
119896,Gaza,Jamia,3,1,6,cognitive test,C4I,11000,13008,320
119897,Depth,Flipstorm,3,1,1,technical test,Infantry,5100,13009,297
119898,Egypt,Brightdog,2,2,1,interview,Military Police,8300,13010,229
119899,West Bank,Gabtype,1,5,1,knowledge test,Technology and Maintenance,14100,13011,194
119900,Gaza,Skimia,2,5,5,interview,Logistics,2600,13012,191
119901,Iran,Trudeo,1,4,7,cognitive test,Artillery,24600,13013,327
119902,Egypt,Layo,1,3,8,interview,Logistics,7600,13014,166
119903,Iran,Skiptube,1,3,10,interview,Air,5200,13015,297
119904,Jordan,Feedfire,5,1,5,knowledge test,C4I,17500,13016,187
119905,Gaza,Buzzster,1,4,1,cognitive test,Air,11500,13017,471
119906,Egypt,Midel,5,5,4,cognitive test,Artillery,12000,13018,197
119907,Jordan,Twimbo,5,3,10,technical test,Artillery,12100,13019,180
119908,Syria,Leenti,5,4,4,knowledge test,C4I,16200,13020,218
119909,West Bank,Ozu,4,4,8,cognitive test,C4I,21300,13021,463
119910,Jordan,Devbug,1,3,7,interview,Infantry,6500,13022,223
119911,Syria,Youspan,4,3,7,knowledge test,Logistics,5400,13023,82
119912,Iran,Edgeify,4,5,6,cognitive test,Navy,9700,13024,411
119913,Iran,Jayo,5,4,10,combat fitness,Navy,5500,13025,331
119914,Iran,Photobug,5,4,9,interview,Artillery,8000,13026,318
119915,West Bank,LiveZ,5,2,5,interview,Intelligence,21900,13027,464
119916,Gaza,Voonix,2,4,2,knowledge test,Intelligence,13100,13028,395
119917,Depth,Avamba,4,3,10,technical test,Military Police,21100,13029,288
119918,Syria,Pixope,1,4,8,technical test,Armored,13000,13030,156
119919,Iran,Gigazoom,2,3,7,knowledge test,Intelligence,7800,13031,177
119920,Gaza,Yamia,5,2,2,knowledge test,Logistics,25200,13032,402
119921,Iran,Skyndu,3,3,2,cognitive test,Air,7400,13033,242
119922,Iran,Tazz,2,5,8,knowledge test,Military Police,12500,13034,122
119923,Jordan,Yombu,1,4,7,interview,Armored,24400,13035,366
119924,Lebanon,Fiveclub,4,4,2,technical test,Armored,14500,13036,349
119925,Iran,Avavee,3,3,8,knowledge test,Logistics,13100,13037,460
119926,Egypt,Flipstorm,1,3,3,knowledge test,Intelligence,12900,13038,76
119927,Jordan,Shuffletag,2,3,3,technical test,Navy,7000,13039,114
119928,Depth,Jetpulse,2,2,2,combat fitness,Armored,4800,13040,286
119929,Iran,Quamba,2,4,4,cognitive test,Technology and Maintenance,27200,13041,272
119930,Gaza,Yadel,2,5,9,combat fitness,Military Police,17000,13042,81
119931,Jordan,Zoombeat,1,5,3,combat fitness,Logistics,14500,13043,280
119932,Gaza,Youspan,3,3,2,cognitive test,Military Police,5800,13044,333
119933,Iran,Tekfly,1,2,4,cognitive test,Education,23500,13045,359
119934,Syria,Realmix,3,5,3,cognitive test,Logistics,14100,13046,325
119935,Depth,Thoughtsphere,3,3,7,technical test,Navy,15100,13047,266
119936,Lebanon,Flipbug,2,5,1,knowledge test,Military Police,1300,13048,320
119937,Lebanon,Dynava,2,5,1,knowledge test,Technology and Maintenance,22600,13049,214
119938,Jordan,Edgeclub,1,2,2,cognitive test,Artillery,16100,13050,21
119939,Gaza,Blogpad,1,1,10,combat fitness,Military Police,100,13051,343
119940,Depth,Flipbug,5,1,9,technical test,Education,4900,13052,41
119941,Gaza,Zoombeat,1,1,5,combat fitness,C4I,23900,13053,498
119942,Iran,Midel,3,4,9,combat fitness,Logistics,4500,13054,354
119943,Egypt,Geba,2,1,1,technical test,Military Police,19400,13055,474
119944,Iran,Browsecat,4,2,9,cognitive test,Education,6600,13056,260
119945,Gaza,Browsecat,4,4,9,interview,Military Police,29500,13057,463
119946,Syria,Dynava,2,5,7,interview,Infantry,25200,13058,20
119947,Gaza,Camido,1,5,10,cognitive test,Technology and Maintenance,25900,13059,246
119948,Jordan,Avavee,2,2,7,knowledge test,Intelligence,26900,13060,215
119949,Syria,Vinte,3,1,4,combat fitness,Artillery,300,13061,299
119950,Lebanon,Tagopia,5,1,10,cognitive test,Intelligence,27400,13062,177
119951,Depth,Tagopia,1,5,9,technical test,Military Police,22700,13063,452
119952,Jordan,Twiyo,4,5,4,interview,Navy,6700,13064,264
119953,West Bank,Yata,3,3,5,knowledge test,Navy,13100,13065,172
119954,Syria,Aibox,5,2,6,interview,Navy,16200,13066,295
119955,West Bank,Edgeclub,5,1,8,combat fitness,Logistics,16300,13067,491
119956,Egypt,Agivu,5,2,4,cognitive test,Education,9300,13068,188
119957,Lebanon,Youfeed,1,3,8,interview,Air,5000,13069,456
119958,Iran,Tagopia,3,1,2,knowledge test,Artillery,3600,13070,367
119959,Iran,Dabshots,4,2,7,knowledge test,Infantry,1400,13071,32
119960,Iran,Realblab,5,2,9,technical test,Military Police,17000,13072,131
119961,Depth,Kazio,4,2,3,combat fitness,Armored,27200,13073,42
119962,Gaza,Oyoyo,3,1,10,interview,Technology and Maintenance,4100,13074,174
119963,Egypt,Meetz,1,4,5,combat fitness,Education,22400,13075,18
119964,West Bank,Dynabox,2,4,6,technical test,Logistics,28800,13076,451
119965,Egypt,Feednation,5,5,4,interview,Infantry,20900,13077,73
119966,Egypt,Brainlounge,4,3,10,knowledge test,Education,300,13078,109
119967,Lebanon,Wikizz,1,5,10,cognitive test,Infantry,5500,13079,37
119968,Depth,Kanoodle,3,5,8,technical test,Logistics,20500,13080,326
119969,Jordan,Geba,5,5,7,cognitive test,Technology and Maintenance,3400,13081,118
119970,Lebanon,Demivee,3,1,10,interview,Military Police,13800,13082,392
119971,Lebanon,Skajo,3,4,8,knowledge test,Military Police,15600,13083,246
119972,Lebanon,Realcube,4,1,6,interview,C4I,22200,13084,358
119973,Lebanon,Meeveo,1,4,8,knowledge test,Intelligence,14100,13085,396
119974,Depth,Feednation,3,4,2,cognitive test,Medical,9400,13086,15
119975,Gaza,Jayo,5,4,3,knowledge test,Air,1600,13087,4
119976,Lebanon,Gigabox,5,4,5,cognitive test,Artillery,200,13088,381
119977,West Bank,Photolist,1,4,5,interview,Air,14500,13089,190
119978,Gaza,Skiptube,5,2,6,knowledge test,Logistics,8300,13090,261
119979,Egypt,Yodoo,2,4,3,knowledge test,Logistics,7000,13091,279
119980,West Bank,Quamba,4,4,9,interview,Air,7700,13092,443
119981,Iran,Browseblab,4,4,4,cognitive test,Armored,1300,13093,14
119982,Lebanon,Thoughtstorm,4,1,8,interview,Education,20700,13094,352
119983,Lebanon,Innojam,4,2,5,interview,Armored,4600,13095,75
119984,Egypt,Brightdog,3,2,3,cognitive test,Education,29400,13096,405
119985,West Bank,Edgeclub,4,1,5,knowledge test,Education,16600,13097,490
119986,Egypt,Katz,3,5,6,combat fitness,Air,10100,13098,281
119987,Gaza,Ooba,4,1,9,combat fitness,Artillery,6900,13099,495
119988,Iran,Jabbersphere,1,1,3,technical test,Infantry,19300,13100,154
119989,Jordan,Twitternation,4,3,9,technical test,Intelligence,28100,13101,69
119990,West Bank,Edgeblab,4,5,3,cognitive test,Education,6400,13102,56
119991,Gaza,Jazzy,3,1,10,combat fitness,Intelligence,4700,13103,242
119992,Egypt,Nlounge,1,4,5,combat fitness,Navy,16700,13104,69
119993,Depth,Mybuzz,1,1,7,interview,C4I,18500,13105,336
119994,Iran,Vitz,3,4,8,combat fitness,Technology and Maintenance,20100,13106,302
119995,Jordan,Thoughtstorm,4,3,4,technical test,Infantry,8300,13107,298
119996,Lebanon,Jamia,5,5,3,combat fitness,Logistics,26000,13108,74
119997,Iran,Dabjam,5,1,3,combat fitness,Artillery,25800,13109,110
119998,Depth,Zoovu,4,1,9,technical test,Navy,16700,13110,2
119999,Syria,Buzzbean,4,4,1,cognitive test,C4I,24200,13111,304
120000,Jordan,Leexo,5,4,4,technical test,Armored,600,13112,318
120001,Egypt,Brightbean,4,4,10,knowledge test,Medical,8700,13113,441
120002,Egypt,Thoughtworks,1,2,4,knowledge test,Logistics,20200,13114,253
120003,Jordan,Avamba,1,4,4,combat fitness,Medical,23200,13115,258
120004,Syria,Trilith,3,2,3,cognitive test,Navy,3100,13116,179
120005,Egypt,Einti,1,4,9,knowledge test,Air,4500,13117,261
120006,Egypt,Dabfeed,1,3,6,cognitive test,Navy,25200,13118,80
120007,West Bank,Jazzy,5,5,3,interview,Navy,4400,13119,324
120008,Lebanon,Edgetag,5,2,9,cognitive test,C4I,25400,13120,435
120009,Depth,Npath,2,1,1,interview,Air,23900,13121,249
120010,Lebanon,Muxo,3,1,3,knowledge test,Armored,27400,13122,405
120011,Lebanon,Jaxworks,1,1,8,cognitive test,Technology and Maintenance,20100,13123,459
120012,Depth,Devbug,5,1,4,cognitive test,Technology and Maintenance,21400,13124,158
120013,Jordan,Gevee,1,2,10,combat fitness,Logistics,24700,13125,112
120014,West Bank,Jamia,5,3,3,knowledge test,Infantry,3300,13126,360
120015,Jordan,Devpoint,2,2,3,combat fitness,Education,12800,13127,409
120016,Gaza,Twimbo,2,4,2,combat fitness,Intelligence,10100,13128,285
