unit_id,activy_area,unit_name,classification,combat_level,demand,search_type,force,number_of_soldiers,commander_id,base_id
112112,Iran,Devpoint,1,4,8,technical test,Medical,11400,9001,163
112113,Gaza,Buzzster,3,2,9,cognitive test,Education,20200,9002,484
112114,Syria,DabZ,2,2,7,technical test,Technology and Maintenance,500,9003,168
112115,Gaza,Yadel,2,4,8,combat fitness,Medical,24200,9004,443
112116,Depth,Feedbug,2,1,10,combat fitness,Medical,20500,9005,265
112117,Jordan,Innojam,3,5,4,technical test,Air,12900,9006,251
112118,Iran,Kare,3,3,1,interview,Infantry,17400,9007,135
112119,West Bank,Oyoyo,3,2,4,combat fitness,Armored,23000,9008,59
112120,Syria,Mymm,2,3,9,technical test,Intelligence,18600,9009,331
112121,Iran,Avamba,3,2,9,cognitive test,Intelligence,30000,9010,108
112122,Gaza,Rhynoodle,5,3,5,interview,Logistics,6700,9011,237
112123,Syria,Dablist,1,1,6,combat fitness,Air,17800,9012,127
112124,Jordan,Talane,3,3,10,knowledge test,Artillery,16600,9013,412
112125,Gaza,Gabvine,1,5,8,knowledge test,Technology and Maintenance,24800,9014,331
112126,Jordan,Feedspan,3,4,10,knowledge test,Intelligence,1500,9015,109
112127,Iran,Realbridge,5,1,10,technical test,Technology and Maintenance,23900,9016,321
112128,Depth,Katz,4,1,3,combat fitness,Infantry,29100,9017,276
112129,Jordan,Dabtype,5,3,10,combat fitness,Artillery,22800,9018,454
112130,Depth,Zoovu,5,2,10,technical test,Logistics,11500,9019,480
112131,West Bank,Shufflester,1,5,5,combat fitness,Education,25800,9020,205
112132,Jordan,Devbug,4,1,5,knowledge test,C4I,4900,9021,132
112133,Jordan,Feedspan,2,3,9,combat fitness,Infantry,23200,9022,240
112134,Syria,Oodoo,2,1,4,combat fitness,Technology and Maintenance,4200,9023,249
112135,Egypt,Livetube,3,2,4,cognitive test,Logistics,23100,9024,39
112136,Gaza,Oba,1,4,9,combat fitness,Military Police,12200,9025,228
112137,Jordan,Eadel,2,5,3,interview,Artillery,29100,9026,483
112138,Lebanon,Devpoint,5,1,1,technical test,Intelligence,1900,9027,209
112139,Syria,Mita,1,2,3,interview,Artillery,22200,9028,118
112140,Lebanon,Cogibox,1,1,3,knowledge test,Infantry,5600,9029,73
112141,Egypt,Trupe,5,3,8,interview,Medical,24400,9030,396
112142,Syria,Topicware,4,3,6,combat fitness,Armored,28300,9031,41
112143,Syria,Twitterlist,5,2,2,technical test,Education,4500,9032,246
112144,Depth,Yoveo,3,5,10,interview,Technology and Maintenance,11600,9033,454
112145,West Bank,Roomm,2,2,7,technical test,Infantry,24500,9034,70
112146,Egypt,Riffpath,4,3,10,knowledge test,Technology and Maintenance,11000,9035,165
112147,Gaza,Vitz,1,3,6,combat fitness,Armored,12800,9036,82
112148,Gaza,Reallinks,3,1,2,technical test,Air,16200,9037,96
112149,Iran,Jayo,2,3,5,combat fitness,Navy,21900,9038,240
112150,Egypt,Oyondu,3,1,2,interview,Artillery,6300,9039,475
112151,Lebanon,Wordtune,5,2,10,interview,Armored,1500,9040,467
112152,Depth,Avamba,2,4,3,combat fitness,Military Police,1200,9041,135
112153,Lebanon,Linkbridge,5,3,9,interview,Infantry,7000,9042,26
112154,West Bank,Rhynoodle,4,1,2,interview,Medical,21500,9043,108
112155,Gaza,Twitterbridge,4,4,8,interview,Technology and Maintenance,10100,9044,470
112156,Iran,Gabcube,3,3,2,knowledge test,Technology and Maintenance,16400,9045,458
112157,Jordan,Browseblab,5,5,5,cognitive test,Military Police,20500,9046,458
112158,Syria,Gabvine,1,3,10,combat fitness,C4I,9600,9047,345
112159,Gaza,Latz,5,3,9,technical test,Artillery,8200,9048,349
112160,West Bank,Avaveo,2,5,2,technical test,Medical,28900,9049,50
112161,Lebanon,Flipstorm,2,3,2,interview,Education,8400,9050,427
112162,Jordan,Chatterpoint,1,5,7,combat fitness,Education,25700,9051,460
112163,Depth,Flashspan,2,3,3,cognitive test,Air,21400,9052,385
112164,Syria,Devify,1,3,2,combat fitness,Navy,20800,9053,313
112165,Iran,Babblestorm,3,3,3,technical test,Logistics,16600,9054,120
112166,Lebanon,Divanoodle,3,4,6,knowledge test,Navy,28800,9055,437
112167,Jordan,Browsecat,5,4,8,cognitive test,Military Police,4800,9056,213
112168,Lebanon,Aimbo,3,5,10,technical test,Intelligence,11200,9057,77
112169,Egypt,Tagopia,1,1,8,technical test,Logistics,1100,9058,131
112170,Iran,Kwimbee,3,4,1,interview,Air,28700,9059,167
112171,Jordan,Voonix,3,5,3,technical test,Infantry,9200,9060,405
112172,Lebanon,Twitterbeat,5,5,7,technical test,Intelligence,14200,9061,293
112173,Gaza,Fliptune,3,2,3,combat fitness,Intelligence,17800,9062,156
112174,Gaza,Ntags,3,2,3,knowledge test,Technology and Maintenance,4800,9063,81
112175,Depth,Zooxo,1,4,9,knowledge test,Intelligence,3900,9064,406
112176,Gaza,Yakijo,5,3,3,technical test,Medical,12400,9065,408
112177,Jordan,Trudoo,4,3,6,interview,Infantry,22000,9066,483
112178,Iran,Yadel,5,4,6,cognitive test,Air,16200,9067,18
112179,Syria,Meeveo,1,5,3,technical test,C4I,2800,9068,411
112180,Depth,Midel,4,4,1,cognitive test,Navy,27600,9069,384
112181,Egypt,Quinu,3,1,1,interview,Technology and Maintenance,600,9070,307
112182,Egypt,Topicstorm,2,2,8,technical test,Armored,23700,9071,27
112183,Gaza,Shuffledrive,4,3,6,combat fitness,Infantry,23900,9072,417
112184,Lebanon,Mynte,1,3,7,interview,Logistics,16000,9073,416
112185,Iran,Riffpedia,1,1,4,cognitive test,C4I,7200,9074,391
112186,Lebanon,Oyope,3,4,1,combat fitness,Medical,17600,9075,140
112187,Lebanon,Youspan,4,5,6,knowledge test,Education,13700,9076,348
112188,West Bank,Wikizz,2,3,6,knowledge test,Air,21600,9077,79
112189,Syria,Trunyx,3,2,8,technical test,C4I,9200,9078,301
112190,Egypt,Skinte,3,2,8,technical test,Medical,23200,9079,88
112191,West Bank,Yodel,2,5,1,combat fitness,Technology and Maintenance,1400,9080,206
112192,Depth,Voonyx,4,3,4,interview,Military Police,20700,9081,262
112193,Gaza,Quamba,3,1,5,cognitive test,C4I,2600,9082,358
112194,Jordan,Devpulse,1,4,2,cognitive test,Medical,19400,9083,291
112195,Egypt,Podcat,2,4,5,technical test,Technology and Maintenance,1100,9084,355
