unit_id,activy_area,unit_name,classification,combat_level,demand,search_type,force,number_of_soldiers,commander_id,base_id
95112,West Bank,Buzzdog,3,1,5,combat fitness,Armored,25000,5001,166
95113,Iran,Babbleblab,4,5,3,combat fitness,Intelligence,21900,5002,194
95114,Syria,Dablist,4,1,7,technical test,Military Police,7900,5003,425
95115,Jordan,Dynava,3,5,5,technical test,Artillery,18300,5004,365
95116,Lebanon,Demizz,5,4,4,interview,Infantry,18100,5005,91
95117,West Bank,BlogXS,1,4,8,cognitive test,Logistics,26000,5006,274
95118,Lebanon,Oyondu,5,1,2,combat fitness,Logistics,13600,5007,458
95119,Syria,Edgetag,5,2,10,cognitive test,Infantry,26000,5008,178
95120,Lebanon,LiveZ,1,2,4,combat fitness,Air,17000,5009,77
95121,West Bank,Vipe,5,5,1,interview,Navy,5600,5010,54
95122,West Bank,Izio,5,2,2,knowledge test,Technology and Maintenance,15300,5011,21
95123,Jordan,Zoomdog,2,3,1,combat fitness,Intelligence,4900,5012,82
95124,Iran,Mydeo,2,1,8,cognitive test,Navy,25600,5013,96
95125,Depth,Skivee,3,5,8,cognitive test,Logistics,29100,5014,419
95126,Jordan,Oloo,1,3,7,technical test,Military Police,28600,5015,242
95127,Gaza,Cogilith,4,1,1,knowledge test,C4I,16200,5016,69
95128,Iran,Livepath,2,5,8,combat fitness,Navy,7000,5017,111
95129,Iran,Avavee,3,2,2,knowledge test,C4I,28700,5018,146
95130,Gaza,Voonder,1,3,7,knowledge test,Technology and Maintenance,21100,5019,334
95131,Iran,Wikivu,5,4,8,knowledge test,Armored,13400,5020,308
95132,Jordan,Cogidoo,3,4,5,combat fitness,Education,19600,5021,202
95133,Depth,InnoZ,5,2,10,knowledge test,Medical,15200,5022,60
95134,Gaza,Plajo,4,5,8,interview,Armored,15800,5023,215
95135,Iran,Yozio,4,3,3,technical test,Artillery,26000,5024,131
95136,Iran,Abatz,3,4,5,technical test,Artillery,10400,5025,265
95137,Lebanon,Oyoba,1,4,9,cognitive test,Education,23900,5026,167
95138,Jordan,Demivee,5,3,10,interview,Air,4900,5027,345
95139,West Bank,Nlounge,1,5,1,technical test,Education,24300,5028,134
95140,Depth,Buzzster,2,4,1,technical test,Technology and Maintenance,22800,5029,76
